Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Ratchet & Clank: Into the Nexus,Playstation,2013,Shooter,Sony Computer Entertainment,0.3,0.25,0,0.1,0.65,,,,,,
Shaun White Snowboarding,Playstation,2008,Sports,Ubisoft,0.31,0.23,0.01,0.1,0.65,63,30,6.3,26,Ubisoft Montreal,T
Radiata Stories,Playstation,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,74,36,9,54,Tri-Ace,T
Disney's Chicken Little,Playstation,2005,Platform,Disney Interactive Studios,0.32,0.25,0,0.08,0.65,60,20,8.9,7,Avalanche Software,E10+
Scene It? Box Office Smash,Microsoft,2008,Misc,Microsoft Game Studios,0.33,0.25,0,0.07,0.65,76,32,7.4,25,"Krome Studios, Screenlife Games",T
Monster Jam: Maximum Destruction,Playstation,2002,Racing,Ubisoft,0.32,0.25,0,0.08,0.65,47,11,6,6,Ubisoft,T
Tiger Woods PGA Tour 09,Playstation,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.65,82,34,7.2,9,EA Tiburon,E
World of Dragon Warrior - Torneko: The Last Hope,Playstation,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65,,,,,,
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Playstation,2007,Action,Activision,0.23,0.26,0,0.16,0.65,,,,,,
Tiger Woods PGA Tour 09,Microsoft,2008,Sports,Electronic Arts,0.35,0.23,0,0.07,0.65,84,41,7.8,29,EA Tiburon,E
Centipede,Playstation,1998,Shooter,Atari,0.36,0.25,0,0.04,0.65,,,,,,
Drakengard,Playstation,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,63,55,9.1,88,Cavia Inc.,M
SingStar Pop Hits,Playstation,2007,Misc,Sony Computer Entertainment,0,0.5,0,0.15,0.65,,,,,,
Champions: Return to Arms,Playstation,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0,0.08,0.65,77,48,8.8,43,Snowblind Studios,T
Harry Potter and the Goblet of Fire,Playstation,2005,Action,Electronic Arts,0.54,0.02,0,0.09,0.65,68,29,6.7,48,Electronic Arts,E10+
Toy Story 3: The Video Game,Playstation,2010,Action,Disney Interactive Studios,0.27,0.24,0,0.14,0.65,,,,,,
SingStar R&B,Playstation,2007,Misc,Sony Computer Entertainment,0,0.05,0,0.6,0.65,,,,,,
Mary-Kate and Ashley: Magical Mystery Mall,Playstation,2000,Adventure,Acclaim Entertainment,0.36,0.24,0,0.04,0.65,,,,,,
MX vs. ATV Untamed,Playstation,2007,Racing,THQ,0.35,0.18,0,0.12,0.65,59,12,tbd,,Rainbow Studios,E
Tiger Woods PGA Tour 10,Microsoft,2009,Sports,Electronic Arts,0.39,0.2,0,0.06,0.65,80,51,6.9,20,EA Tiburon,E
Super Robot Taisen Impact,Playstation,2002,Strategy,Banpresto,0,0,0.65,0,0.65,,,,,,
Wall-E,Playstation,2008,Platform,THQ,0.29,0.22,0,0.14,0.65,64,8,tbd,,Heavy Iron Studios,E
God of War III,Playstation,2015,Action,Sony Computer Entertainment,0.24,0.29,0.01,0.1,0.65,,,,,,
Harry Potter and the Half-Blood Prince,Playstation,2009,Action,Electronic Arts,0.13,0.07,0,0.44,0.64,,,8.3,13,EA Bright Light,E10+
Spyro: A Hero's Tail,Playstation,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,60,16,8,44,Eurocom Entertainment Software,E
Crash: Twinsanity,Playstation,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64,64,38,8,129,Traveller's Tales,E
Max Payne 2: The Fall of Max Payne,Microsoft,2003,Shooter,Take-Two Interactive,0.47,0.15,0,0.02,0.64,84,34,8.4,49,Remedy Entertainment,M
Metal Gear Solid V: The Phantom Pain,Playstation,2015,Action,Konami Digital Entertainment,0.22,0.13,0.22,0.07,0.64,,,7.2,168,"Kojima Productions, Moby Dick Studio",M
GoldenEye: Rogue Agent,Playstation,2004,Shooter,Electronic Arts,0.54,0.02,0,0.09,0.64,60,38,7,32,EA LA,T
WWE 2K15,Microsoft,2014,Sports,Take-Two Interactive,0.38,0.2,0,0.06,0.64,50,5,4,65,Yuke's,T
Star Ocean: First Departure,Playstation,2007,Role-Playing,Square Enix,0.2,0.13,0.22,0.09,0.64,74,32,7.4,28,TOSE,T
James Bond 007: Everything or Nothing,Microsoft,2004,Shooter,Electronic Arts,0.43,0.19,0,0.02,0.64,83,51,7.4,27,EA Redwood Shores,T
X2: Wolverine's Revenge,Playstation,2003,Platform,Activision,0.31,0.24,0,0.08,0.64,58,24,7.2,13,GenePool,T
NBA Live 06,Microsoft,2005,Sports,Electronic Arts,0.57,0.04,0,0.03,0.64,79,30,6.4,15,EA Canada,E
TimeSplitters 2,Microsoft,2002,Shooter,Eidos Interactive,0.29,0.33,0,0.01,0.64,88,20,7.7,34,Free Radical Design,T
Onimusha: Dawn of Dreams,Playstation,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64,81,45,8.9,62,Capcom,M
Sengoku Basara: Samurai Heroes,Playstation,2010,Action,Capcom,0.17,0.04,0.4,0.02,0.64,61,37,7.9,29,Capcom,T
Stuntman: Ignition,Microsoft,2007,Racing,THQ,0.25,0.31,0,0.07,0.64,75,38,7.3,31,Paradigm Entertainment,T
Dishonored 2,Playstation,2016,Action,Bethesda Softworks,0.22,0.32,0,0.1,0.64,88,56,7.7,569,Arkane Studios,M
The Crew,Microsoft,2014,Racing,Ubisoft,0.25,0.34,0,0.05,0.64,64,18,5.9,176,"Ubisoft Reflections, Ivory Tower",T
Dragon Ball: Raging Blast 2,Microsoft,2010,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,57,33,7.4,30,Spike,T
Jampack Volume 13 (RP-T),Playstation,2005,Misc,Sony Computer Entertainment,0.31,0.24,0,0.08,0.64,,,,,,
NHL 13,Playstation,2012,Sports,Electronic Arts,0.33,0.21,0,0.09,0.64,84,22,6.8,60,Electronic Arts,E10+
Dead or Alive 5,Playstation,2012,Fighting,Tecmo Koei,0.23,0.14,0.2,0.07,0.64,74,34,7.7,109,Team Ninja,M
Evolve,Microsoft,2015,Shooter,Take-Two Interactive,0.37,0.2,0,0.06,0.64,74,31,5.1,336,Turtle Rock Studios,M
Lemony Snicket's A Series of Unfortunate Events,Playstation,2004,Platform,Activision,0.31,0.24,0,0.08,0.64,63,25,5.7,12,Adrenium,E
Lost Planet: Extreme Condition,Playstation,2008,Shooter,Capcom,0.31,0.17,0.07,0.08,0.64,67,34,7,36,Capcom,T
X-Men Legends II: Rise of Apocalypse,Playstation,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63,82,44,7.3,41,Raven Software,T
Nightmare Creatures,Playstation,1997,Action,Sony Computer Entertainment,0.35,0.24,0,0.04,0.63,,,,,,
LittleBigPlanet 3,Playstation,2014,Platform,Sony Computer Entertainment,0.2,0.33,0.01,0.1,0.63,,,7.2,64,Sumo Digital,E
SingStar Queen,Playstation,2009,Misc,Sony Computer Entertainment,0.08,0.12,0,0.44,0.63,73,9,tbd,,SCEE London Studio,T
LEGO Star Wars II: The Original Trilogy,Microsoft,2006,Action,LucasArts,0.55,0.03,0,0.05,0.63,81,50,8,45,Traveller's Tales,E10+
Tony Hawk's Pro Skater 2x,Microsoft,2001,Sports,Activision,0.41,0.19,0,0.03,0.63,78,24,8.8,5,Treyarch,T
NBA Live 08,Playstation,2007,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.63,73,28,6.8,10,EA Canada,E
Sim Theme Park,Playstation,1999,Strategy,Electronic Arts,0.35,0.24,0,0.04,0.63,,,,,,
FIFA Soccer 2003,Microsoft,2002,Sports,Electronic Arts,0.2,0.4,0,0.04,0.63,88,11,7.7,11,EA Canada,E
The Lord of the Rings: Conquest,Microsoft,2009,Action,Electronic Arts,0.37,0.2,0,0.06,0.63,55,58,7,110,Pandemic Studios,T
Monster Hunter 2,Playstation,N/A,Role-Playing,Capcom,0,0,0.63,0,0.63,,,,,,
NASCAR 06: Total Team Control,Playstation,2005,Racing,Electronic Arts,0.53,0.02,0,0.09,0.63,78,18,7.7,18,EA Sports,E
Iron Man,Playstation,2008,Action,Sega,0.46,0.09,0,0.09,0.63,44,7,6.5,16,Artificial Mind and Movement,T
White Knight Chronicles II,Playstation,2010,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.04,0.63,60,45,7.1,64,Level 5,T
Mobile Suit Z Gundam: AEUG vs. Titans,Playstation,2003,Fighting,Namco Bandai Games,0,0,0.63,0,0.63,,,,,,
Juiced 2: Hot Import Nights,Microsoft,2007,Racing,THQ,0.22,0.34,0,0.07,0.63,68,24,7.6,21,Juice Games,T
Wolfenstein,Playstation,2009,Shooter,Activision,0.25,0.27,0,0.11,0.63,71,58,7.4,77,"id Software, Raven Software",M
The Walking Dead: Survival Instinct,Microsoft,2013,Shooter,Activision,0.46,0.11,0,0.05,0.63,32,30,4,410,Terminal Reality,M
Ape Escape 2,Playstation,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,82,31,8.4,32,SCE Japan Studio,E
Rocksmith 2014,Playstation,2014,Misc,Ubisoft,0.35,0.17,0,0.11,0.63,,,,,,
Sega Rally Revo,Playstation,2007,Racing,Sega,0.07,0.42,0,0.14,0.63,75,40,7,20,SEGA Racing Studio,E
Shin Megami Tensei: Persona 3 FES,Playstation,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,89,25,8.3,296,Atlus Co.,M
FIFA Soccer 2002,Playstation,2001,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63,82,17,5.8,28,EA Sports,E
Final Fantasy VII International,Playstation,1997,Role-Playing,Square,0,0,0.59,0.04,0.63,,,,,,
Condemned 2: Bloodshot,Microsoft,2008,Action,Sega,0.38,0.19,0,0.06,0.63,80,76,8.4,178,Monolith Productions,M
Okami,Playstation,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63,93,69,9.3,327,Clover Studio,T
Shin Megami Tensei: Persona 3 Portable,Playstation,2009,Role-Playing,Ghostlight,0.18,0.06,0.34,0.05,0.63,89,40,8.3,317,Atlus,M
Crash of the Titans,Playstation,2007,Action,Vivendi Games,0.25,0.24,0,0.14,0.63,,,7.1,24,SuperVillain Studios,E10+
NHL 2001,Playstation,2000,Sports,Electronic Arts,0.35,0.24,0,0.04,0.63,88,10,7.7,7,Page 44 Studios,E
Buzz Lightyear of Star Command,Playstation,2000,Platform,Activision,0.35,0.24,0,0.04,0.63,54,10,5.3,4,Traveller's Tales,E
NHL 16,Playstation,2015,Sports,Electronic Arts,0.36,0.16,0,0.11,0.63,78,28,5.5,157,"EA Sports, EA Canada",E10+
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Microsoft,2009,Shooter,Activision,0.34,0.23,0,0.06,0.63,,,,,,
Tony Hawk's Project 8,Playstation,2006,Sports,Activision,0.3,0.22,0.01,0.1,0.63,76,43,7.2,14,Neversoft Entertainment,T
Ghostbusters: The Video Game,Microsoft,2009,Action,Atari,0.43,0.14,0,0.06,0.63,79,53,8.5,125,Terminal Reality,T
XCOM: Enemy Unknown,Microsoft,2012,Strategy,Take-Two Interactive,0.36,0.21,0,0.05,0.62,90,35,8.3,366,Firaxis Games,M
Metal Gear Solid 2: Substance,Microsoft,N/A,Action,Konami Digital Entertainment,0.38,0.22,0,0.03,0.62,87,28,8.5,39,KCEJ,M
Tony Hawk's American Wasteland,Microsoft,2005,Sports,Activision,0.4,0.2,0,0.03,0.62,77,40,7.7,15,Neversoft Entertainment,T
WWF in Your House,Playstation,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62,,,,,,
Wild ARMs 3,Playstation,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62,78,30,8.4,38,"Media Vision, Contrail",T
NBA ShootOut '97,Playstation,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04,0.62,,,,,,
Tiger Woods PGA Tour 2004,Microsoft,2003,Sports,Electronic Arts,0.47,0.13,0,0.02,0.62,89,18,8.2,14,EA Sports,E
Test Drive Unlimited 2,Playstation,N/A,Racing,Atari,0.16,0.34,0.01,0.12,0.62,70,43,6.1,44,Eden,T
Tak 2: The Staff of Dreams,Playstation,2004,Platform,THQ,0.3,0.24,0,0.08,0.62,71,31,8,10,Avalanche Software,E
Just Dance 3,Playstation,2011,Misc,Ubisoft,0.33,0.2,0,0.09,0.62,75,5,6,7,Ubisoft,E10+
Disney Infinity 2.0: Marvel Super Heroes,Playstation,2014,Action,Disney Interactive Studios,0.27,0.25,0,0.1,0.62,,,,,,
Guitar Hero: Metallica,Playstation,2009,Misc,Activision,0.28,0.24,0,0.1,0.62,86,44,8,48,Neversoft Entertainment,T
Disney's 102 Dalmatians: Puppies to the Rescue,Playstation,2000,Platform,Eidos Interactive,0.34,0.23,0,0.04,0.62,,,tbd,,Toys for Bob,E
Strike Force Bowling,Playstation,2004,Sports,Play It,0.3,0.24,0,0.08,0.62,48,14,6.8,4,Lab Rats Games,E
Bass Landing,Playstation,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62,,,,,,
XGRA: Extreme G-Racing Association,Playstation,2004,Racing,Eidos Interactive,0.3,0.24,0,0.08,0.62,68,23,8.6,8,Acclaim Studios Cheltenham,T
Mafia III,Microsoft,2016,Action,Take-Two Interactive,0.28,0.29,0,0.05,0.62,67,20,4.6,274,Hangar 13,M
Prince of Persia: The Forgotten Sands,Microsoft,2010,Action,Ubisoft,0.3,0.26,0,0.06,0.62,74,69,7.8,112,Ubisoft Montreal,T
Warriors Orochi 3,Playstation,2011,Action,Ubisoft Annecy,0,0.04,0.57,0.01,0.62,70,17,7.9,35,Omega Force,T
Super Robot Taisen α Gaiden,Playstation,2001,Strategy,Banpresto,0,0,0.58,0.04,0.62,,,,,,
Tiger Woods PGA Tour 12: The Masters,Microsoft,2011,Sports,Electronic Arts,0.4,0.16,0,0.05,0.62,80,50,6.1,25,Electronic Arts,E
Wall-E,Microsoft,2008,Platform,THQ,0.29,0.26,0,0.07,0.62,50,32,6.3,6,Heavy Iron Studios,E
Start the Party!,Playstation,2010,Misc,Sony Computer Entertainment,0.07,0.41,0,0.13,0.62,,,,,,
Formula 1: Championship Edition,Playstation,2006,Racing,Sony Computer Entertainment,0,0.57,0.04,0,0.61,,,,,,
NieR,Playstation,2010,Role-Playing,Square Enix,0.17,0.18,0.2,0.07,0.61,68,58,8.4,263,Cavia Inc.,M
2014 FIFA World Cup Brazil,Playstation,2014,Sports,Electronic Arts,0.15,0.36,0.01,0.09,0.61,73,33,4.3,87,EA Canada,E
NBA 2K9,Playstation,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61,82,30,7,37,Visual Concepts,E
SingStar Singalong With Disney,Playstation,2008,Misc,Sony Computer Entertainment,0,0.04,0,0.57,0.61,,,,,,
NFL Fever 2003,Microsoft,2002,Sports,Microsoft Game Studios,0.46,0.13,0,0.02,0.61,72,25,8.6,12,Microsoft Game Studios,E
Samurai Warriors 2,Playstation,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61,58,26,8.8,13,Omega Force,T
Wet,Playstation,2009,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.61,70,61,6.4,55,Artificial Mind and Movement,M
Plants vs. Zombies: Garden Warfare,Playstation,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.1,0.61,75,23,7.6,259,PopCap,E10+
Robotech: Battlecry,Playstation,2002,Shooter,TDK Mediactive,0.3,0.23,0,0.08,0.61,72,20,8.5,8,Vicious Cycle,T
Disney Universe,Playstation,2011,Action,Disney Interactive Studios,0.3,0.22,0,0.09,0.61,70,29,6.9,13,Eurocom Entertainment Software,E10+
Jak and Daxter: The Lost Frontier,Playstation,2009,Platform,Sony Computer Entertainment,0.18,0.27,0,0.15,0.61,71,47,6.3,28,High Impact Games,E10+
Time Crisis 3,Playstation,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61,81,29,8.1,12,Namco,T
WWE SmackDown vs. Raw 2010,Playstation,2009,Fighting,THQ,0.25,0.22,0,0.14,0.61,,,6.6,8,Yuke's,T
Vanquish,Playstation,2010,Shooter,Sega,0.21,0.21,0.11,0.08,0.61,84,61,8.1,304,PlatinumGames,M
Small Soldiers,Playstation,1998,Platform,Electronic Arts,0.34,0.23,0,0.04,0.61,,,,,,
Half-Life 2,Microsoft,2005,Shooter,Electronic Arts,0.37,0.21,0,0.03,0.61,90,35,8.6,115,Valve Software,M
Duke Nukem: Total Meltdown,Playstation,1997,Shooter,GT Interactive,0.34,0.23,0,0.04,0.61,,,,,,
Tony Hawk: RIDE,Microsoft,2009,Sports,Activision,0.46,0.1,0,0.05,0.61,46,43,3,67,Robomodo,E10+
Borderlands: The Pre-Sequel,Playstation,2014,Shooter,Take-Two Interactive,0.26,0.21,0.05,0.1,0.61,77,24,6.3,130,2K Australia,M
Major League Baseball 2K8,Microsoft,2008,Sports,Bethesda Softworks,0.56,0,0,0.05,0.61,70,28,5.9,34,Kush Games,E
Sacred 2: Fallen Angel,Playstation,2009,Role-Playing,Deep Silver,0.22,0.22,0.08,0.09,0.61,70,45,7.1,51,"Ascaron Entertainment GmbH, Ascaron Entertainment",M
pro evolution soccer 2011,Microsoft,2010,Sports,Konami Digital Entertainment,0.09,0.44,0,0.07,0.61,79,43,5.9,33,Konami,E
Major League Baseball 2K9,Microsoft,2009,Sports,Spike,0.56,0,0,0.05,0.61,64,29,5.3,26,2K Sports,E
Dragon Ball Z: Ultimate Tenkaichi,Playstation,2011,Fighting,Namco Bandai Games,0.27,0.18,0.09,0.07,0.61,58,26,5.4,77,Spike,T
Tomb Raider (2013),Microsoft,2014,Action,Square Enix,0.35,0.21,0,0.05,0.61,,,,,,
Tomb Raider Chronicles,Playstation,1999,Action,Eidos Interactive,0.34,0.23,0,0.04,0.61,,,,,,
Naruto: Ultimate Ninja,Playstation,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61,75,34,7.7,35,CyberConnect2,T
Dark Souls II,Playstation,2015,Role-Playing,Namco Bandai Games,0.21,0.23,0.08,0.09,0.6,,,,,,
Shadow The Hedgehog,Playstation,2005,Platform,Sega,0.5,0.02,0,0.08,0.6,45,28,6,137,Sonic Team,E10+
Aliens: Colonial Marines,Playstation,2013,Shooter,Sega,0.2,0.29,0,0.11,0.6,43,25,3.6,295,Gearbox Software,M
Backyard Wrestling: Don't Try This at Home,Playstation,2003,Fighting,Eidos Interactive,0.3,0.23,0,0.08,0.6,51,24,7.8,29,Paradox Development,M
Yakuza: Dead Souls,Playstation,2011,Shooter,Sega,0.09,0.06,0.42,0.03,0.6,64,55,7.4,69,Ryu ga Gotoku Studios,M
Fight Night Round 2,Microsoft,2005,Fighting,Electronic Arts,0.42,0.16,0,0.02,0.6,88,48,8.8,27,EA Sports,T
MonHun Nikki: Poka Poka Ailu Mura,Playstation,2010,Role-Playing,Capcom,0,0,0.6,0,0.6,,,,,,
Dead Island: Riptide,Playstation,2013,Action,Deep Silver,0.26,0.19,0.07,0.09,0.6,62,25,5.9,140,Techland,M
Just Dance 2015,Microsoft,2014,Misc,Ubisoft,0.42,0.13,0,0.06,0.6,,,8.3,6,Ubisoft,E10+
Kinect Sports Rivals,Microsoft,2014,Sports,Microsoft Game Studios,0.3,0.23,0.02,0.05,0.6,60,53,5.1,144,Microsoft Game Studios,E10+
NBA 2K8,Playstation,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6,72,7,6,9,Visual Concepts,E
Dynasty Warriors 8,Playstation,2013,Action,Tecmo Koei,0.12,0.1,0.34,0.05,0.6,68,26,8.5,75,Omega Force,T
Suikoden,Playstation,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6,,,,,,
Secret Agent Clank,Playstation,2009,Platform,Sony Computer Entertainment,0.13,0.18,0,0.29,0.6,61,9,6.7,14,Sanzaru Games,E10+
Call of Juarez: Bound in Blood,Microsoft,2009,Shooter,Ubisoft,0.3,0.24,0,0.06,0.6,77,77,7.6,94,Techland,M
Fighters Uncaged,Microsoft,2010,Fighting,Ubisoft,0.31,0.23,0,0.06,0.6,32,38,4.6,23,Ubisoft,T
Rayman Arena,Playstation,2001,Racing,Ubisoft,0.29,0.23,0,0.08,0.6,63,10,8.6,8,Ubisoft,E
Jaws Unleashed,Playstation,2006,Action,THQ,0.5,0.02,0,0.08,0.6,52,29,7.5,39,Appaloosa Interactive,M
Half-Life,Playstation,2001,Shooter,Vivendi Games,0.29,0.23,0,0.08,0.6,87,24,8.6,94,Gearbox Software,M
NASCAR Heat 2002,Playstation,2001,Racing,Infogrames,0.29,0.23,0,0.08,0.6,81,14,tbd,,Monster Games Inc.,E
Split/Second,Microsoft,2010,Racing,Disney Interactive Studios,0.32,0.23,0,0.06,0.6,82,78,8.1,101,Black Rock Studio,E10+
"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",Microsoft,2007,Action,Activision,0.51,0.04,0,0.05,0.6,,,,,,
From TV Animation One Piece: Grand Battle 2,Playstation,2002,Fighting,Namco Bandai Games,0,0,0.56,0.04,0.6,,,,,,
BeatMania Append 3rdMix,Playstation,1998,Simulation,Konami Digital Entertainment,0,0,0.56,0.04,0.6,,,,,,
Xena: Warrior Princess,Playstation,1998,Adventure,Electronic Arts,0.33,0.23,0,0.04,0.6,,,,,,
LEGO The Hobbit,Playstation,2014,Action,Warner Bros. Interactive Entertainment,0.13,0.38,0,0.09,0.6,72,47,6.6,88,TT Games,E10+
WWE 2K17,Playstation,2016,Sports,Take-Two Interactive,0.17,0.34,0,0.09,0.6,69,50,6.9,88,Yuke's,T
Avatar: The Game,Playstation,2009,Action,Ubisoft,0.22,0.24,0,0.14,0.6,,,,,,
NHL 15,Playstation,2014,Sports,Electronic Arts,0.31,0.19,0,0.1,0.6,60,28,3.6,306,EA Sports,E10+
Major League Baseball 2K7,Playstation,2007,Sports,Spike,0.29,0.23,0,0.08,0.6,71,5,tbd,,Kush Games,E
Dai-2-Ji Super Robot Taisen α,Playstation,2003,Strategy,Banpresto,0,0,0.6,0,0.6,,,,,,
PGR3 - Project Gotham Racing 3,Microsoft,2005,Racing,Microsoft Game Studios,0.49,0.03,0.03,0.05,0.6,,,,,,
Dragon Age: Inquisition,Playstation,2014,Role-Playing,Electronic Arts,0.27,0.18,0.05,0.09,0.6,,,5.2,242,BioWare,M
Hot Wheels: Stunt Track Challenge,Playstation,2004,Racing,THQ,0.29,0.23,0,0.08,0.59,62,8,8.1,8,Climax Group,E
Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,Playstation,2005,Strategy,Banpresto,0,0,0.59,0,0.59,,,,,,
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,Playstation,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59,,,,,,
Monopoly,Microsoft,2008,Misc,Electronic Arts,0.34,0.2,0,0.06,0.59,56,9,5.8,17,EA Bright Light,E
Tony Hawk: RIDE,Playstation,2009,Sports,Activision,0.38,0.14,0,0.07,0.59,44,29,2.1,31,Robomodo,E10+
CyberTiger,Playstation,1998,Sports,Electronic Arts,0.33,0.22,0,0.04,0.59,,,,,,
Jampack Fall 2001,Playstation,2001,Misc,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59,,,,,,
NFL Blitz 2001,Playstation,2000,Sports,Midway Games,0.33,0.22,0,0.04,0.59,70,6,tbd,,Midway,E
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,Playstation,1998,Sports,Konami Digital Entertainment,0,0,0.55,0.04,0.59,,,,,,
Rock Band 2,Playstation,2008,Misc,MTV Games,0.29,0.23,0,0.08,0.59,,,8,4,Harmonix Music Systems,T
NHL 11,Playstation,2010,Sports,Electronic Arts,0.4,0.12,0,0.07,0.59,88,38,7.1,54,Electronic Arts,E10+
Yakuza 5,Playstation,2012,Action,Sega,0,0,0.59,0,0.59,83,34,8.5,180,Ryu ga Gotoku Studios,M
2002 FIFA World Cup,Playstation,2002,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59,73,19,5.6,18,EA Sports,E
MVP Baseball 2004,Microsoft,2004,Sports,Electronic Arts,0.44,0.13,0,0.02,0.59,90,31,8.5,19,EA Sports,E
Beijing 2008,Microsoft,2008,Sports,Sega,0.15,0.38,0,0.07,0.59,,,,,,
WWE 2K16,Microsoft,2015,Sports,Take-Two Interactive,0.32,0.22,0,0.05,0.59,72,18,5.7,75,Yuke's,T
Dead or Alive Xtreme Beach Volleyball,Microsoft,2003,Sports,Microsoft Game Studios,0.36,0.08,0.14,0.02,0.59,73,42,7.8,47,Team Ninja,M
Tales of Rebirth,Playstation,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0,0.59,,,,,,
Silent Hill: Shattered Memories,Playstation,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59,77,8,6.8,82,Climax Group,M
Blur,Microsoft,2010,Racing,Activision,0.25,0.27,0,0.06,0.59,82,78,8.3,169,Bizarre Creations,E10+
Barbie: Race & Ride,Playstation,1999,Action,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59,,,,,,
Kane & Lynch 2: Dog Days,Playstation,2010,Shooter,Square Enix,0.17,0.27,0.05,0.1,0.59,,,,,,
Madden NFL 06,Microsoft,N/A,Sports,Electronic Arts,0.54,0,0.01,0.03,0.59,74,48,4.9,44,EA Tiburon,E
Mega Man Anniversary Collection,Playstation,2004,Platform,Capcom,0.29,0.22,0,0.08,0.59,81,26,9,20,Atomic Planet Entertainment,E
Metal Gear Solid V: Ground Zeroes,Playstation,2014,Action,Konami Digital Entertainment,0.14,0.12,0.27,0.05,0.59,66,5,5.9,242,Kojima Productions,M
Backyard NBA Basketball,Playstation,2003,Sports,Atari,0.29,0.22,0,0.07,0.59,,,,,,
Ben 10: Alien Force,Playstation,2008,Action,Koch Media,0.35,0.13,0,0.1,0.59,,,7.7,12,Monkey Bar Games,E10+
Naruto: The Broken Bond,Microsoft,2008,Action,Ubisoft,0.24,0.28,0,0.06,0.59,80,34,7.8,46,Ubisoft Montreal,T
The Fight: Lights Out,Playstation,2010,Fighting,Sony Computer Entertainment,0.29,0.21,0,0.09,0.59,48,39,7.5,77,Coldwood Interactive,T
Mega Man X7,Playstation,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58,58,30,5.1,38,"Valuewave Co.,Ltd.",E
SpongeBob SquarePants featuring Nicktoons: Globs of Doom,Playstation,2008,Action,THQ,0.29,0.22,0,0.07,0.58,,,tbd,,Incinerator Games,E
Final Fantasy Anniversary Edition,Playstation,2007,Role-Playing,Square Enix,0.39,0.02,0.13,0.04,0.58,67,34,7.7,47,TOSE,E10+
LEGO Indiana Jones 2: The Adventure Continues,Playstation,2009,Action,Activision,0.21,0.23,0,0.14,0.58,,,tbd,,Traveller's Tales,E10+
SoulCalibur V,Microsoft,2012,Fighting,Namco Bandai Games,0.39,0.13,0.02,0.04,0.58,77,56,6.2,124,Project Soul,T
Tokimeki Memorial: Forever with You,Playstation,1995,Simulation,Konami Digital Entertainment,0,0,0.55,0.04,0.58,,,,,,
Diablo,Playstation,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58,,,,,,
Romancing SaGa,Playstation,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58,58,23,8,35,Square Enix,E10+
Lost: Via Domus,Microsoft,2008,Action,Ubisoft,0.18,0.34,0,0.07,0.58,55,50,6.4,58,Ubisoft Montreal,T
